voltage,current,temperature,cycle_count,capacity,soh
3.4916,1.7568,33.8893,120,1.4334,77.21
3.4956,1.7573,34.0676,121,1.4383,77.47
3.4939,1.7428,33.7517,122,1.4174,76.35
3.4916,1.7354,33.4648,123,1.407,75.79
3.4886,1.7345,33.4021,124,1.4012,75.48
3.4869,1.7282,33.4107,125,1.3967,75.23
3.4855,1.7327,33.3898,126,1.3913,74.94
3.4839,1.7261,33.37,127,1.3862,74.67
3.4832,1.7196,33.2722,128,1.3804,74.36
3.4836,1.7187,33.2224,129,1.3752,74.08
3.4802,1.7178,33.2621,130,1.3705,73.82
3.4785,1.7177,33.312,131,1.3705,73.82
3.4786,1.711,33.2529,132,1.3647,73.51
3.4825,1.7185,33.7451,133,1.3754,74.09
3.4887,1.7261,33.8884,134,1.3861,74.66
3.4859,1.7121,33.7354,135,1.3699,73.79
3.4788,1.7111,33.5913,136,1.3648,73.51
3.4813,1.7035,33.3237,137,1.3543,72.95
3.4804,1.7036,33.692,138,1.3546,72.97
3.4781,1.7036,33.8876,139,1.3547,72.97
3.4766,1.7025,33.6731,140,1.3493,72.68
3.4734,1.7015,33.412,141,1.3442,72.4
3.4726,1.6951,33.2993,142,1.339,72.12
3.4734,1.6951,33.5998,143,1.3389,72.12
3.4755,1.6938,33.6196,144,1.334,71.86
3.4723,1.6871,33.3945,145,1.3286,71.57
3.4714,1.6862,33.1673,146,1.3232,71.27
3.4726,1.6796,33.1096,147,1.3182,71.0
3.4738,1.6799,33.465,148,1.3185,71.02
3.4701,1.6853,33.4426,149,1.3183,71.01
3.4675,1.6864,33.0379,150,1.3239,71.31
3.4768,1.7159,33.4949,151,1.3601,73.26
3.4759,1.7008,33.4914,152,1.3395,72.15
3.4758,1.693,33.3298,153,1.329,71.59
3.4747,1.6862,33.273,154,1.3237,71.3
3.4723,1.6851,33.2299,155,1.3186,71.03
3.4729,1.6786,33.2086,156,1.3135,70.75
3.4696,1.684,33.2361,157,1.3132,70.74
3.47,1.6774,33.1866,158,1.3078,70.44
3.4708,1.6765,33.1741,159,1.303,70.19
3.4681,1.6764,33.254,160,1.3034,70.21
3.4649,1.6819,33.3198,161,1.3034,70.21
3.4679,1.6752,33.3377,162,1.2979,69.91
3.464,1.6754,33.2908,163,1.2981,69.92
3.4665,1.6745,33.2757,164,1.2935,69.67
3.4685,1.6675,33.3207,165,1.288,69.38
3.4668,1.6675,33.3731,166,1.2875,69.35
3.4711,1.6889,33.7135,167,1.309,70.51
3.4755,1.698,33.8653,168,1.3251,71.38
3.5569,1.9905,32.1428,1,2.0353,100.0
3.5615,1.9903,32.2931,2,2.0251,99.5
3.5668,1.9899,32.2441,3,2.0133,98.92
3.5688,1.9896,32.1471,4,2.0133,98.92
3.564,1.9895,32.0669,5,2.0005,98.29
3.5736,1.9901,32.0345,6,2.0139,98.95
3.5711,1.9901,32.1116,7,2.0131,98.91
3.5682,1.9891,32.1126,8,1.9688,96.73
3.5693,1.9892,32.0357,9,1.9682,96.7
3.5634,1.9892,31.9953,10,1.9572,96.16
3.5667,1.9891,31.8741,11,1.9456,95.59
3.5687,1.9888,32.121,12,1.9348,95.06
3.5692,1.9887,32.1102,13,1.9233,94.49
3.5659,1.9887,31.9891,14,1.9119,93.93
3.5612,1.9888,31.8788,15,1.9011,93.4
3.5579,1.9886,31.7675,16,1.8892,92.82
3.5628,1.9885,31.7899,17,1.8783,92.28
3.5592,1.9884,31.8288,18,1.8676,91.76
3.5581,1.9775,31.8904,19,1.8676,91.76
3.5659,1.9892,31.5118,20,1.9796,97.26
3.5708,1.989,31.8745,21,1.9575,96.18
3.5667,1.9887,31.5391,22,1.9458,95.6
3.5668,1.9886,31.2209,23,1.9242,94.54
3.5711,1.9886,31.119,24,1.946,95.61
3.5666,1.9881,31.0332,25,1.9014,93.42
3.5527,1.9773,31.0012,26,1.8787,92.3
3.5561,1.9772,30.9214,27,1.8683,91.79
3.5505,1.966,30.9294,28,1.856,91.19
3.546,1.9446,31.0081,29,1.8452,90.66
3.5543,1.9769,30.9678,30,1.8572,91.25
3.5559,1.9998,31.101,31,1.9248,94.57
3.5537,1.9884,31.3074,32,1.8822,92.48
3.5453,1.9771,31.1313,33,1.8553,91.15
3.5384,1.9657,30.8287,34,1.8393,90.37
3.5298,1.9543,30.7615,35,1.8185,89.35
3.5301,1.9491,31.3031,36,1.8135,89.1
3.5249,1.9374,31.0643,37,1.7971,88.3
3.5191,1.9313,30.9665,38,1.781,87.5
3.5152,1.9254,30.8265,39,1.771,87.01
3.514,1.9199,31.0808,40,1.7605,86.5
3.5141,1.9087,31.6943,41,1.7503,86.0
3.5096,1.9028,31.8756,42,1.7395,85.46
3.5111,1.9093,31.5433,43,1.7547,86.21
3.5159,1.9306,31.421,44,1.7659,86.76
3.5059,1.9071,31.1584,45,1.7338,85.18
3.501,1.8954,31.1566,46,1.7133,84.18
3.4974,1.8893,31.2066,47,1.7024,83.64
3.5389,1.9819,33.6117,48,1.8237,89.6
3.5327,1.9653,32.8563,49,1.8081,88.84
3.5212,1.9471,32.211,50,1.7758,87.25
3.5093,1.9242,31.9651,51,1.7447,85.72
3.5072,1.9125,31.7448,52,1.7292,84.96
3.5009,1.895,31.8766,53,1.7081,83.92
3.4973,1.8837,32.2429,54,1.6976,83.41
3.4929,1.8717,32.0731,55,1.6821,82.64
3.4887,1.8655,32.0301,56,1.6715,82.12
3.4823,1.8593,31.9849,57,1.6608,81.6
3.4776,1.8482,32.2368,58,1.6511,81.12
3.4787,1.8416,32.561,59,1.6401,80.58
3.474,1.8298,32.4898,60,1.6292,80.05
3.4718,1.8171,32.4261,61,1.6088,79.05
3.4632,1.8112,32.2998,62,1.6035,78.78
3.4635,1.8113,32.6108,63,1.599,78.56
3.4602,1.8038,32.257,64,1.5876,78.0
3.4626,1.7982,32.4719,65,1.583,77.77
3.4537,1.7858,32.4022,66,1.5671,77.0
3.4514,1.7851,32.3099,67,1.5613,76.71
3.4508,1.7786,32.3544,68,1.5512,76.21
3.4461,1.7728,32.4731,69,1.5407,75.7
3.4418,1.7602,32.5233,70,1.5253,74.94
3.445,1.7653,32.5183,71,1.5302,75.18
3.4412,1.7594,32.5437,72,1.5247,74.91
3.4436,1.7527,32.5622,73,1.5145,74.41
3.4399,1.7517,32.5898,74,1.5094,74.16
3.436,1.7511,32.5709,75,1.504,73.89
3.4363,1.7389,32.5379,76,1.4935,73.38
3.4305,1.7386,32.6565,77,1.4876,73.09
3.4417,1.7871,33.1808,78,1.5303,75.19
3.4355,1.7613,32.7122,79,1.5041,73.9
3.4272,1.7546,32.5439,80,1.4888,73.15
3.4308,1.7365,32.6655,81,1.4783,72.63
3.4309,1.7372,33.1609,82,1.4785,72.64
3.432,1.7358,33.4144,83,1.4732,72.38
3.4269,1.7298,33.3542,84,1.4675,72.1
3.422,1.7279,33.1363,85,1.4516,71.32
3.4203,1.7269,32.9224,86,1.4519,71.34
3.4248,1.7212,33.2034,87,1.4471,71.1
3.4235,1.7212,33.534,88,1.4469,71.09
3.4247,1.7201,33.5768,89,1.4417,70.83
3.4507,1.821,33.2241,90,1.5936,78.3
3.448,1.8214,33.3708,91,1.5464,75.98
3.4399,1.79,33.4337,92,1.5147,74.42
3.4341,1.7769,33.2868,93,1.499,73.65
3.4326,1.764,33.1435,94,1.4831,72.87
3.4271,1.7572,33.1102,95,1.473,72.37
3.4273,1.7503,33.1899,96,1.4628,71.87
3.4235,1.744,33.2627,97,1.4518,71.33
3.4221,1.7369,33.3,98,1.4469,71.09
3.4219,1.736,33.3166,99,1.4414,70.82
3.4196,1.7297,33.3915,100,1.4312,70.32
3.4175,1.7288,33.4152,101,1.426,70.06
3.4198,1.7217,33.3969,102,1.4205,69.79
3.4171,1.7228,33.7373,103,1.4207,69.8
3.4305,1.7488,34.0897,104,1.4523,71.35
3.4251,1.7345,33.9987,105,1.4316,70.34
3.4171,1.7272,33.9074,106,1.415,69.52
3.4175,1.7306,33.7052,107,1.4097,69.26
3.4182,1.7142,33.7459,108,1.4049,69.03
3.4203,1.7068,34.0166,109,1.3952,68.55
3.4193,1.7064,34.175,110,1.3945,68.52
3.4144,1.7053,33.9761,111,1.3893,68.26
3.4127,1.7046,33.8415,112,1.3838,67.99
3.4104,1.6986,34.1008,113,1.3737,67.49
3.4144,1.6982,34.3466,114,1.3786,67.73
3.4132,1.6971,34.2162,115,1.3738,67.5
3.4107,1.696,34.0416,116,1.3683,67.23
3.4089,1.6953,33.8902,117,1.3633,66.98
3.4134,1.6891,34.1168,118,1.3581,66.73
3.4112,1.6893,34.4905,119,1.3533,66.49
3.4155,1.7102,34.2374,120,1.3842,68.01
3.423,1.7303,34.4143,121,1.4051,69.04
3.4148,1.7153,34.1645,122,1.3787,67.74
3.4144,1.7014,33.8771,123,1.3683,67.23
3.4092,1.7005,33.8396,124,1.3573,66.69
3.4119,1.6874,33.8183,125,1.3525,66.45
3.4094,1.692,33.8126,126,1.3474,66.2
3.4082,1.6853,33.7989,127,1.337,65.69
3.4074,1.6788,33.7027,128,1.3312,65.41
3.4086,1.6712,33.6356,129,1.3259,65.15
3.4048,1.6769,33.6907,130,1.3216,64.93
3.4081,1.6702,33.7132,131,1.3212,64.91
3.4092,1.6635,33.6538,132,1.3156,64.64
3.4111,1.6646,33.9836,133,1.3209,64.9
3.4167,1.6918,33.8163,134,1.3474,66.2
3.417,1.6712,33.6069,135,1.326,65.15
3.4106,1.6633,33.4735,136,1.3101,64.37
3.4113,1.6559,33.2092,137,1.3052,64.13
3.4081,1.6561,33.5809,138,1.3004,63.89
3.4126,1.6494,33.764,139,1.3002,63.88
3.4077,1.6481,33.57,140,1.2895,63.36
3.4073,1.6403,33.2721,141,1.2793,62.85
3.4093,1.6339,33.1274,142,1.2792,62.85
3.4095,1.6341,33.4391,143,1.274,62.6
3.4103,1.6325,33.4829,144,1.2741,62.6
3.4093,1.6193,33.2214,145,1.2638,62.09
3.4094,1.6179,32.9856,146,1.2581,61.81
3.4039,1.6181,32.9702,147,1.2533,61.58
3.4066,1.6182,33.3102,148,1.2532,61.57
3.4096,1.6104,33.2341,149,1.2481,61.32
3.4094,1.6116,33.1177,150,1.2534,61.58
3.4195,1.642,33.7842,151,1.2898,63.37
3.4152,1.6195,33.8064,152,1.2635,62.08
3.4155,1.6049,33.6374,153,1.248,61.32
3.413,1.5917,33.582,154,1.2321,60.54
3.4095,1.5901,33.5625,155,1.2271,60.29
3.4138,1.5768,33.5111,156,1.2217,60.03
3.4109,1.5753,33.5368,157,1.2111,59.5
3.4106,1.5685,33.498,158,1.2056,59.23
3.4097,1.5672,33.517,159,1.2009,59.0
3.4129,1.5538,33.5319,160,1.1906,58.5
3.4135,1.5522,33.5676,161,1.1852,58.23
3.4144,1.5453,33.6049,162,1.1797,57.96
3.4124,1.5387,33.5428,163,1.1746,57.71
3.4148,1.517,33.4725,164,1.1538,56.69
3.4166,1.5239,33.5821,165,1.1644,57.21
3.4121,1.5238,33.6635,166,1.1588,56.93
3.4197,1.5391,33.7305,167,1.175,57.73
3.4235,1.5427,33.8913,168,1.1857,58.25
3.522,1.8691,32.6249,1,1.8911,100.0
3.5319,1.8681,32.7382,2,1.8806,99.45
3.5344,1.8778,32.6851,3,1.8807,99.45
3.5349,1.8875,32.5547,4,1.8808,99.46
3.5345,1.8872,32.4679,5,1.8795,99.39
3.5412,1.8675,32.4862,6,1.8807,99.45
3.5412,1.8673,32.5578,7,1.8799,99.41
3.5495,1.9063,32.4537,8,1.8815,99.5
3.5503,1.9164,32.3732,9,1.8697,98.87
3.5481,1.9165,32.3053,10,1.8701,98.89
3.5484,1.9268,32.1833,11,1.87,98.89
3.556,1.937,32.3789,12,1.8597,98.34
3.5605,1.9471,32.2913,13,1.8591,98.31
3.5563,1.947,32.1478,14,1.859,98.31
3.5648,1.9469,32.0138,15,1.8594,98.32
3.5654,1.9574,31.8813,16,1.8587,98.29
3.566,1.968,31.8543,17,1.8478,97.71
3.5725,1.9681,31.8566,18,1.8485,97.75
3.5699,1.968,31.8672,19,1.8484,97.74
3.5464,1.9067,32.3522,20,1.8808,99.46
3.5532,1.9267,32.6022,21,1.8815,99.49
3.5599,1.9261,32.1957,22,1.8811,99.47
3.5596,1.9468,31.806,23,1.871,98.94
3.5524,1.9364,31.737,24,1.8702,98.9
3.5708,1.9676,31.5171,25,1.8707,98.92
3.5657,1.968,31.4429,26,1.8596,98.34
3.5713,1.9676,31.3233,27,1.86,98.36
3.568,1.9676,31.2857,28,1.8592,98.31
3.5646,1.9678,31.3319,29,1.8481,97.73
3.569,1.9675,31.3229,30,1.8492,97.79
3.5646,1.9683,31.6084,31,1.8835,99.6
3.5694,1.9788,31.7821,32,1.8628,98.51
3.5687,1.9786,31.515,33,1.8521,97.94
3.5642,1.9784,31.1387,34,1.847,97.67
3.5653,1.9782,31.0687,35,1.8368,97.13
3.5654,1.9784,31.6182,36,1.8372,97.15
3.5622,1.9781,31.3315,37,1.8317,96.86
3.5645,1.9781,31.1326,38,1.8211,96.3
3.5616,1.978,30.973,39,1.8165,96.06
3.5631,1.9784,31.1991,40,1.8114,95.79
3.563,1.9783,31.7223,41,1.8116,95.8
3.5634,1.9782,31.9008,42,1.8061,95.51
3.564,1.9671,31.5372,43,1.8132,95.88
3.5605,1.9781,31.2466,44,1.8063,95.52
3.5567,1.978,30.9394,45,1.7958,94.96
3.5584,1.9779,30.8849,46,1.7859,94.44
3.5561,1.978,30.9207,47,1.7803,94.14
3.569,1.9779,33.8806,48,1.8151,95.98
3.5711,1.9782,33.0383,49,1.8157,96.02
3.5667,1.978,32.2733,50,1.8002,95.2
3.5633,1.978,31.9379,51,1.7904,94.68
3.559,1.9722,31.6887,52,1.7803,94.15
3.5567,1.9723,31.7791,53,1.7753,93.88
3.555,1.9668,32.1339,54,1.7703,93.61
3.5526,1.9609,31.8894,55,1.7601,93.07
3.5472,1.9608,31.8174,56,1.7496,92.52
3.5468,1.9608,31.7232,57,1.7497,92.52
3.5448,1.9551,31.9572,58,1.745,92.28
3.5465,1.9551,32.2992,59,1.7396,91.99
3.5408,1.9492,32.1288,60,1.7286,91.41
3.543,1.9485,32.0211,61,1.7239,91.16
3.5361,1.9431,31.859,62,1.714,90.64
3.5392,1.943,32.161,63,1.714,90.64
3.5348,1.9425,32.1028,64,1.7037,90.09
3.5366,1.937,32.3388,65,1.704,90.11
3.5352,1.931,32.2137,66,1.6936,89.56
3.533,1.9305,32.0995,67,1.6877,89.24
3.5322,1.9306,32.1131,68,1.6831,89.0
3.5308,1.9247,32.2037,69,1.6779,88.73
3.5297,1.9246,32.2334,70,1.6732,88.48
3.5282,1.9244,32.2122,71,1.6674,88.18
3.5266,1.9184,32.2175,72,1.6623,87.9
3.5245,1.9182,32.2341,73,1.6574,87.65
3.5229,1.9181,32.2283,74,1.6525,87.39
3.5223,1.918,32.1833,75,1.6472,87.11
3.519,1.9117,32.172,76,1.6364,86.53
3.5178,1.9116,32.0332,77,1.6363,86.53
3.5212,1.9176,32.5067,78,1.6411,86.78
3.5172,1.9111,31.961,79,1.6316,86.28
3.5125,1.9109,31.7981,80,1.6212,85.73
3.513,1.905,31.958,81,1.6164,85.48
3.5125,1.9051,32.4181,82,1.6158,85.45
3.5151,1.9049,32.6404,83,1.6167,85.49
3.5134,1.8988,32.564,84,1.6109,85.18
3.5097,1.9044,32.2831,85,1.6007,84.64
3.5043,1.9042,32.0607,86,1.5959,84.39
3.5092,1.8983,32.3653,87,1.5962,84.41
3.5095,1.8978,32.6885,88,1.5958,84.39
3.5052,1.9037,32.7477,89,1.5907,84.11
3.5281,1.937,32.505,90,1.6888,89.31
3.5196,1.9233,32.9199,91,1.626,85.98
3.5146,1.9169,32.9483,92,1.6157,85.44
3.5115,1.9105,32.7691,93,1.6057,84.91
3.5108,1.9043,32.5973,94,1.595,84.34
3.508,1.904,32.5235,95,1.5904,84.1
3.5077,1.9037,32.5782,96,1.5854,83.83
3.5067,1.8977,32.6273,97,1.58,83.55
3.5062,1.8973,32.6521,98,1.5752,83.3
3.5051,1.897,32.6477,99,1.5698,83.01
3.5054,1.8909,32.6994,100,1.5703,83.04
3.5001,1.8969,32.7246,101,1.5652,82.77
3.5012,1.8965,32.7043,102,1.5596,82.47
3.5004,1.8968,32.7405,103,1.565,82.76
3.5078,1.9032,33.3871,104,1.575,83.29
3.5025,1.9029,33.2706,105,1.5653,82.77
3.5052,1.8963,33.1151,106,1.5598,82.48
3.4984,1.9084,32.9057,107,1.5499,81.96
3.5001,1.8898,32.9531,108,1.5439,81.64
3.4991,1.8959,33.2282,109,1.545,81.7
3.501,1.8894,33.3613,110,1.5446,81.68
3.4972,1.8889,33.1243,111,1.5343,81.14
3.4961,1.8885,32.9916,112,1.5288,80.84
3.4959,1.8888,33.2318,113,1.5289,80.85
3.4931,1.8888,33.5098,114,1.5291,80.86
3.4927,1.8882,33.3824,115,1.5239,80.59
3.4921,1.8879,33.1783,116,1.5187,80.31
3.4902,1.8878,33.0159,117,1.5136,80.04
3.4906,1.8878,33.271,118,1.5136,80.04
3.4911,1.8877,33.6197,119,1.5139,80.06
3.4928,1.901,33.297,120,1.534,81.12
3.5025,1.8951,33.3931,121,1.5391,81.39
3.493,1.8942,33.1382,122,1.5236,80.57
3.4917,1.8875,32.8407,123,1.5136,80.04
3.4904,1.8871,32.7574,124,1.5078,79.73
3.4889,1.8808,32.7723,125,1.5032,79.49
3.4892,1.8864,32.7204,126,1.4978,79.21
3.4879,1.88,32.71,127,1.4928,78.94
3.4864,1.8734,32.6208,128,1.4924,78.92
3.4813,1.8797,32.5765,129,1.4875,78.66
3.4824,1.8791,32.584,130,1.4825,78.4
3.4835,1.8729,32.6237,131,1.4828,78.41
3.479,1.8727,32.586,132,1.477,78.1
3.4835,1.8728,32.8645,133,1.4819,78.36
3.49,1.8801,33.0797,134,1.4981,79.22
3.4848,1.8731,32.9321,135,1.4821,78.37
3.4784,1.8726,32.7557,136,1.4771,78.11
3.4757,1.8725,32.5297,137,1.4721,77.84
3.4814,1.866,32.8481,138,1.4722,77.85
3.4796,1.8658,33.0723,139,1.467,77.58
3.4782,1.8655,32.851,140,1.4618,77.3
3.4743,1.8652,32.5723,141,1.4567,77.03
3.4737,1.8585,32.4507,142,1.4514,76.75
3.4748,1.8589,32.7394,143,1.4516,76.76
3.4761,1.8582,32.7759,144,1.4468,76.51
3.4687,1.8581,32.5817,145,1.4468,76.51
3.4662,1.8577,32.3502,146,1.4414,76.22
3.4682,1.8513,32.2875,147,1.4362,75.95
3.4679,1.8515,32.6032,148,1.4368,75.98
3.4662,1.8575,32.6121,149,1.4363,75.95
3.4625,1.8578,32.2674,150,1.4419,76.25
3.4805,1.8659,32.6377,151,1.4672,77.59
3.4723,1.8648,32.6653,152,1.4519,76.78
3.4744,1.8579,32.5027,153,1.4471,76.53
3.4723,1.8512,32.4468,154,1.4418,76.24
3.4702,1.8509,32.3936,155,1.4316,75.71
3.4635,1.8509,32.4172,156,1.4318,75.71
3.4675,1.8504,32.4009,157,1.4263,75.42
3.4676,1.8437,32.3631,158,1.4261,75.41
3.4622,1.8499,32.3826,159,1.4213,75.16
3.466,1.8433,32.4324,160,1.4163,74.9
3.4602,1.8495,32.4886,161,1.4166,74.91
3.4642,1.8427,32.5241,162,1.4108,74.61
3.4588,1.8427,32.4826,163,1.411,74.61
3.4621,1.8423,32.4639,164,1.4062,74.36
3.4579,1.8423,32.5568,165,1.4063,74.37
3.4616,1.8356,32.5763,166,1.4005,74.06
3.4629,1.8561,32.818,167,1.4218,75.18
3.4754,1.8575,32.9294,168,1.4325,75.75
3.5275,1.9542,31.7733,1,1.855,100.0
3.5348,1.9475,31.9249,2,1.8432,99.36
3.5382,1.9521,31.3169,3,1.8396,99.17
3.5377,1.9461,30.8212,4,1.8307,98.69
3.5427,1.9413,31.9535,5,1.8327,98.8
3.5451,1.9401,32.0231,6,1.8285,98.57
3.5475,1.9336,31.6345,7,1.8212,98.18
3.5448,1.9333,31.2882,8,1.8152,97.85
3.5435,1.9326,31.1112,9,1.8043,97.27
3.5431,1.9388,31.1317,10,1.8231,98.28
3.5452,1.932,31.5131,11,1.8121,97.69
3.545,1.9251,31.311,12,1.8047,97.29
3.5441,1.9181,30.894,13,1.7908,96.54
3.5413,1.9174,30.5406,14,1.7835,96.14
3.5412,1.9181,30.8257,15,1.7809,96.01
3.5413,1.9107,31.4514,16,1.7712,95.48
3.5427,1.9095,31.5188,17,1.7686,95.34
3.5413,1.8962,31.1124,18,1.7536,94.54
3.535,1.895,30.5865,19,1.7462,94.14
3.5327,1.9003,30.2429,20,1.7377,93.67
3.5333,1.8938,30.1027,21,1.7315,93.34
3.5274,1.8741,30.2512,22,1.7086,92.11
3.5296,1.8793,30.2124,23,1.7115,92.26
3.529,1.8781,30.125,24,1.7075,92.05
3.5323,1.8994,30.2243,25,1.7492,94.3
3.5324,1.8927,30.9764,26,1.7328,93.41
3.5363,1.8785,31.4157,27,1.7222,92.84
3.5335,1.8709,31.3833,28,1.7118,92.28
3.527,1.8698,31.1679,29,1.6993,91.6
3.5293,1.8624,30.9947,30,1.694,91.32
3.5278,1.8549,31.0553,31,1.6819,90.67
3.5257,1.854,31.3739,32,1.677,90.4
3.5244,1.8458,31.5613,33,1.6655,89.79
3.5208,1.8384,31.3185,34,1.6572,89.34
3.5195,1.8436,31.104,35,1.6482,88.85
3.5132,1.8372,30.9897,36,1.6388,88.34
3.5172,1.8213,30.9679,37,1.6276,87.74
3.512,1.8272,31.2853,38,1.6222,87.45
3.5091,1.8192,31.411,39,1.614,87.01
3.5161,1.8695,30.7551,40,1.6761,90.35
3.519,1.8399,30.9774,41,1.6493,88.91
